CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF
455;1502806;CURRALINHO;Curralinho;PA
456;2502052;BERNARDINO BATISTA;Bernardino Batista;PB
457;1502905;CURUÇÁ;Curuçá;PA
458;2502151;BOA VISTA;Boa Vista;PB
459;1503002;FARO;Faro;PA
460;2503555;CACIMBAS;Cacimbas;PB
461;1503101;GURUPÁ;Gurupá;PA
462;2503753;CAJAZEIRINHAS;Cajazeirinhas;PB
463;1503200;IGARAPÉ-AÇU;Igarapé-Açu;PA
464;2504033;CAPIM;Capim;PB
465;1503309;IGARAPÉ-MIRI;Igarapé-Miri;PA
466;2504074;CARAÚBAS;Caraúbas;PB
467;1503408;INHANGAPI;Inhangapi;PA
468;2504157;CASSERENGUE;Casserengue;PB
469;1503507;IRITUIA;Irituia;PA
470;2504355;CATURITÉ;Caturité;PB
471;1503606;ITAITUBA;Itaituba;PA
472;2504850;COXIXOLA;Coxixola;PB
473;1503705;ITUPIRANGA;Itupiranga;PA
474;2505238;CUITÉ DE MAMANGUAPE;Cuité de Mamanguape;PB
475;1503804;JACUNDÁ;Jacundá;PA
476;2505279;CURRAL DE CIMA;Curral de Cima;PB
477;1503903;JURUTI;Juruti;PA
478;2505352;DAMIÃO;Damião;PB
479;1504000;LIMOEIRO DO AJURU;Limoeiro do Ajuru;PA
480;2506251;GADO BRAVO;Gado Bravo;PB
481;1504109;MAGALHÃES BARATA;Magalhães Barata;PA
482;2508554;LOGRADOURO;Logradouro;PB
483;1504208;MARABÁ;Marabá;PA
484;2509057;MARCAÇÃO;Marcação;PB
485;1504307;MARACANÃ;Maracanã;PA
486;2509156;MARIZÓPOLIS;Marizópolis;PB
487;1504406;MARAPANIM;Marapanim;PA
488;2509339;MATINHAS;Matinhas;PB
489;1504505;MELGAÇO;Melgaço;PA
490;2509370;MATO GROSSO;Mato Grosso;PB
491;1504604;MOCAJUBA;Mocajuba;PA
492;2509396;MATURÉIA;Maturéia;PB
493;1504703;MOJU;Moju;PA
494;2510659;PARARI;Parari;PB
495;1504802;MONTE ALEGRE;Monte Alegre;PA
496;2512036;POÇO DANTAS;Poço Dantas;PB
497;1504901;MUANÁ;Muaná;PA
498;2512077;POÇO DE JOSÉ DE MOURA;Poço de José de Moura;PB
499;1505007;NOVA TIMBOTEUA;Nova Timboteua;PA
500;2512721;PEDRO RÉGIS;Pedro Régis;PB
501;1505106;ÓBIDOS;Óbidos;PA
502;2512747;RIACHÃO;Riachão;PB
503;1505205;OEIRAS DO PARÁ;Oeiras do Pará;PA
504;2512754;RIACHÃO DO BACAMARTE;Riachão do Bacamarte;PB
505;1505304;ORIXIMINÁ;Oriximiná;PA
506;2512762;RIACHÃO DO POÇO;Riachão do Poço;PB
507;1505403;OURÉM;Ourém;PA
508;2512788;RIACHO DE SANTO ANTÔNIO;Riacho de Santo Antônio;PB
509;1505502;PARAGOMINAS;Paragominas;PA
510;2513158;SANTA CECÍLIA;Santa Cecília;PB
511;1505601;PEIXE-BOI;Peixe-Boi;PA
512;2513356;SANTA INÊS;Santa Inês;PB
513;1505700;PONTA DE PEDRAS;Ponta de Pedras;PA
514;2513653;JOCA CLAUDINO;Joca Claudino;PB
515;1505809;PORTEL;Portel;PA
516;2513851;SANTO ANDRÉ;Santo André;PB
517;1505908;PORTO DE MOZ;Porto de Moz;PA
518;2513927;SÃO BENTINHO;São Bentinho;PB
519;1506005;PRAINHA;Prainha;PA
520;2513943;SÃO DOMINGOS DO CARIRI;São Domingos do Cariri;PB
521;1506104;PRIMAVERA;Primavera;PA
522;2513968;SÃO DOMINGOS;São Domingos;PB
523;1506203;SALINÓPOLIS;Salinópolis;PA
524;2513984;SÃO FRANCISCO;São Francisco;PB
525;1506302;SALVATERRA;Salvaterra;PA
526;2514453;SÃO JOSÉ DOS RAMOS;São José dos Ramos;PB
527;1506401;SANTA CRUZ DO ARARI;Santa Cruz do Arari;PA
528;2514552;SÃO JOSÉ DE PRINCESA;São José de Princesa;PB
529;1506500;SANTA ISABEL DO PARÁ;Santa Izabel do Pará;PA
530;2514651;SÃO JOSÉ DO BREJO DO CRUZ;São José do Brejo do Cruz;PB
531;1506609;SANTA MARIA DO PARÁ;Santa Maria do Pará;PA
532;2515930;SERTÃOZINHO;Sertãozinho;PB
533;1506708;SANTANA DO ARAGUAIA;Santana do Araguaia;PA
534;2515971;SOBRADO;Sobrado;PB
535;1506807;SANTARÉM;Santarém;PA
536;2516151;SOSSÊGO;Sossêgo;PB
537;1506906;SANTARÉM NOVO;Santarém Novo;PA
538;2516755;TENÓRIO;Tenório;PB
539;1507003;SANTO ANTÔNIO DO TAUÁ;Santo Antônio do Tauá;PA
540;2517209;VIEIRÓPOLIS;Vieirópolis;PB
541;1507102;SÃO CAETANO DE ODIVELAS;São Caetano de Odivelas;PA
542;2517407;ZABELÊ;Zabelê;PB
543;1507201;SÃO DOMINGOS DO CAPIM;São Domingos do Capim;PA
544;2601052;ARAÇOIABA;Araçoiaba;PE
545;1507300;SÃO FÉLIX DO XINGU;São Félix do Xingu;PA
546;2604155;CASINHAS;Casinhas;PE
547;1507409;SÃO FRANCISCO DO PARÁ;São Francisco do Pará;PA
548;2607950;JAQUEIRA;Jaqueira;PE
549;1507508;SÃO JOÃO DO ARAGUAIA;São João do Araguaia;PA
550;2608057;JATOBÁ;Jatobá;PE
551;1507607;SÃO MIGUEL DO GUAMÁ;São Miguel do Guamá;PA
552;2608750;LAGOA GRANDE;Lagoa Grande;PE
553;1507706;SÃO SEBASTIÃO DA BOA VISTA;São Sebastião da Boa Vista;PA
554;2609154;MANARI;Manari;PE
555;1507805;SENADOR JOSÉ PORFÍRIO;Senador José Porfírio;PA
556;2612554;SANTA FILOMENA;Santa Filomena;PE
557;1507904;SOURE;Soure;PA
558;2614857;TAMANDARÉ;Tamandaré;PE
559;1508001;TOMÉ-AÇU;Tomé-Açu;PA
560;2701357;CAMPESTRE;Campestre;AL
561;1508100;TUCURUÍ;Tucuruí;PA
562;2703759;JEQUIÁ DA PRAIA;Jequiá da Praia;AL
563;1508209;VIGIA;Vigia;PA
564;3102050;ALTO CAPARAÓ;Alto Caparaó;MG
565;1508308;VISEU;Viseu;PA
566;3102852;ANGELÂNDIA;Angelândia;MG
567;1506138;REDENÇÃO;Redenção;PA
568;3104452;ARICANDUVA;Aricanduva;MG
569;1506161;RIO MARIA;Rio Maria;PA
570;3106655;BERIZAL;Berizal;MG
571;1508407;XINGUARA;Xinguara;PA
572;3108255;BONITO DE MINAS;Bonito de Minas;MG
573;1506187;RONDON DO PARÁ;Rondon do Pará;PA
574;3108552;BRASILÂNDIA DE MINAS;Brasilândia de Minas;MG
575;1501576;BOM JESUS DO TOCANTINS;Bom Jesus do Tocantins;PA
576;3109253;BUGRE;Bugre;MG
577;1501758;BREJO GRANDE DO ARAGUAIA;Brejo Grande do Araguaia;PA
578;3109451;CABECEIRA GRANDE;Cabeceira Grande;MG
579;1502756;CONCÓRDIA DO PARÁ;Concórdia do Pará;PA
580;3111150;CAMPO AZUL;Campo Azul;MG
581;1502772;CURIONÓPOLIS;Curionópolis;PA
582;3112059;CANTAGALO;Cantagalo;MG
583;1502939;DOM ELISEU;Dom Eliseu;PA
584;3115359;CATAS ALTAS;Catas Altas;MG
585;1503077;GARRAFÃO DO NORTE;Garrafão do Norte;PA
586;3115474;CATUTI;Catuti;MG
587;1504059;MÃE DO RIO;Mãe do Rio;PA
588;3116159;CHAPADA GAÚCHA;Chapada Gaúcha;MG
589;1504455;MEDICILÂNDIA;Medicilândia;PA
590;3117836;CÔNEGO MARINHO;Cônego Marinho;MG
591;1505437;OURILÂNDIA DO NORTE;Ourilândia do Norte;PA
592;3117876;CONFINS;Confins;MG
593;1505486;PACAJÁ;Pacajá;PA
594;3119955;CÓRREGO FUNDO;Córrego Fundo;MG
595;1505536;PARAUAPEBAS;Parauapebas;PA
596;3120151;CRISÓLITA;Crisólita;MG
597;1506195;RURÓPOLIS;Rurópolis;PA
598;3120839;CUPARAQUE;Cuparaque;MG
599;1506583;SANTA MARIA DAS BARREIRAS;Santa Maria das Barreiras;PA
600;3120870;CURRAL DE DENTRO;Curral de Dentro;MG
601;1600105;AMAPÁ;Amapá;AP
602;3121258;DELTA;Delta;MG
603;1600204;CALÇOENE;Calçoene;AP
604;3122355;DIVISA ALEGRE;Divisa Alegre;MG
605;1600303;MACAPÁ;Macapá;AP
606;3122470;DOM BOSCO;Dom Bosco;MG
607;1600402;MAZAGÃO;Mazagão;AP
608;3126752;FRANCISCÓPOLIS;Franciscópolis;MG
609;1600501;OIAPOQUE;Oiapoque;AP
610;3126950;FREI LAGONEGRO;Frei Lagonegro;MG
611;1600238;FERREIRA GOMES;Ferreira Gomes;AP
612;3127073;FRUTA DE LEITE;Fruta de Leite;MG
613;1600279;LARANJAL DO JARI;Laranjal do Jari;AP
614;3127339;GAMELEIRAS;Gameleiras;MG
615;1600600;SANTANA;Santana;AP
616;3127354;GLAUCILÂNDIA;Glaucilândia;MG
617;1600709;TARTARUGALZINHO;Tartarugalzinho;AP
618;3127370;GOIABEIRA;Goiabeira;MG
619;1507458;SÃO GERALDO DO ARAGUAIA;São Geraldo do Araguaia;PA
620;3127388;GOIANÁ;Goianá;MG
621;1503457;IPIXUNA DO PARÁ;Ipixuna do Pará;PA
622;3128253;GUARACIAMA;Guaraciama;MG
623;1508126;ULIANÓPOLIS;Ulianópolis;PA
624;3129657;IBIRACATU;Ibiracatu;MG
625;1501782;BREU BRANCO;Breu Branco;PA
626;3130556;IMBÉ DE MINAS;Imbé de Minas;MG
627;1503093;GOIANÉSIA DO PARÁ;Goianésia do Pará;PA
628;3130655;INDAIABIRA;Indaiabira;MG
629;1505064;NOVO REPARTIMENTO;Novo Repartimento;PA
630;3135357;JAPONVAR;Japonvar;MG
631;1503754;JACAREACANGA;Jacareacanga;PA
632;3135456;JENIPAPO DE MINAS;Jenipapo de Minas;MG
633;1505031;NOVO PROGRESSO;Novo Progresso;PA
634;3136520;JOSÉ GONÇALVES DE MINAS;José Gonçalves de Minas;MG
635;1508050;TRAIRÃO;Trairão;PA
636;3136553;JOSÉ RAYDAN;José Raydan;MG
637;1507979;TERRA SANTA;Terra Santa;PA
638;3136579;JOSENÓPOLIS;Josenópolis;MG
639;1501725;BRASIL NOVO;Brasil Novo;PA
640;3136959;JUVENÍLIA;Juvenília;MG
641;1508357;VITÓRIA DO XINGU;Vitória do Xingu;PA
642;3138351;LEME DO PRADO;Leme do Prado;MG
643;1200013;ACRELÂNDIA;Acrelândia;AC
644;3138674;LUISBURGO;Luisburgo;MG
645;1200138;BUJARI;Bujari;AC
646;3138682;LUISLÂNDIA;Luislândia;MG
647;1200179;CAPIXABA;Capixaba;AC
648;3140159;MÁRIO CAMPOS;Mário Campos;MG
649;1200807;PORTO ACRE;Porto Acre;AC
650;3140530;MARTINS SOARES;Martins Soares;MG
651;1200252;EPITACIOLÂNDIA;Epitaciolândia;AC
652;3142254;MIRAVÂNIA;Miravânia;MG
653;1200328;JORDÃO;Jordão;AC
654;3143153;MONTE FORMOSO;Monte Formoso;MG
655;1200351;MARECHAL THAUMATURGO;Marechal Thaumaturgo;AC
656;3144359;NAQUE;Naque;MG
657;1200393;PORTO WALTER;Porto Walter;AC
658;3144375;NATALÂNDIA;Natalândia;MG
659;1200427;RODRIGUES ALVES;Rodrigues Alves;AC
660;3144656;NINHEIRA;Ninheira;MG
661;1200435;SANTA ROSA DO PURUS;Santa Rosa do Purus;AC
662;3144672;NOVA BELÉM;Nova Belém;MG
663;1600154;PEDRA BRANCA DO AMAPARI;Pedra Branca do Amapari;AP
664;3145059;NOVA PORTEIRINHA;Nova Porteirinha;MG
665;1600055;SERRA DO NAVIO;Serra do Navio;AP
666;3145356;NOVO ORIENTE DE MINAS;Novo Oriente de Minas;MG
667;1600212;CUTIAS;Cutias;AP
668;3145372;NOVORIZONTE;Novorizonte;MG
669;1600253;ITAUBAL;Itaubal;AP
670;3145455;OLHOS-D'ÁGUA;Olhos-d'Água;MG
671;1600535;PORTO GRANDE;Porto Grande;AP
672;3145851;ORATÓRIOS;Oratórios;MG
673;1600550;PRACUÚBA;Pracuúba;AP
674;3145877;ORIZÂNIA;Orizânia;MG
675;1100403;ALTO PARAÍSO;Alto Paraíso;RO
676;3146255;PADRE CARVALHO;Padre Carvalho;MG
677;1100601;CACAULÂNDIA;Cacaulândia;RO
678;3146552;PAI PEDRO;Pai Pedro;MG
679;1100700;CAMPO NOVO DE RONDÔNIA;Campo Novo de Rondônia;RO
680;3147956;PATIS;Patis;MG
681;1100809;CANDEIAS DO JAMARI;Candeias do Jamari;RO
682;3148756;PEDRA BONITA;Pedra Bonita;MG
683;1101104;ITAPUÃ DO OESTE;Itapuã do Oeste;RO
684;3149952;PERIQUITO;Periquito;MG
685;1101401;MONTE NEGRO;Monte Negro;RO
686;3150158;PIEDADE DE CARATINGA;Piedade de Caratinga;MG
687;1100262;RIO CRESPO;Rio Crespo;RO
688;3150539;PINGO D'AGUA;Pingo-d'Água;MG
689;1100502;NOVO HORIZONTE DO OESTE;Novo Horizonte do Oeste;RO
690;3150570;PINTÓPOLIS;Pintópolis;MG
691;1100908;CASTANHEIRAS;Castanheiras;RO
692;3152131;PONTO CHIQUE;Ponto Chique;MG
693;1101005;GOVERNADOR JORGE TEIXEIRA;Governador Jorge Teixeira;RO
694;3152170;PONTO DOS VOLANTES;Ponto dos Volantes;MG
695;1101203;MINISTRO ANDREAZZA;Ministro Andreazza;RO
696;3154150;REDUTO;Reduto;MG
697;1101302;MIRANTE DA SERRA;Mirante da Serra;RO
698;3156452;ROSÁRIO DA LIMEIRA;Rosário da Limeira;MG
699;1101500;SERINGUEIRAS;Seringueiras;RO
700;3157278;SANTA BÁRBARA DO MONTE VERDE;Santa Bárbara do Monte Verde;MG
701;2100105;AFONSO CUNHA;Afonso Cunha;MA
702;3157336;SANTA CRUZ DE MINAS;Santa Cruz de Minas;MG
703;2100204;ALCÂNTARA;Alcântara;MA
704;3157377;SANTA CRUZ DE SALINAS;Santa Cruz de Salinas;MG
705;2100303;ALDEIAS ALTAS;Aldeias Altas;MA
706;3157658;SANTA HELENA DE MINAS;Santa Helena de Minas;MG
707;2100402;ALTAMIRA DO MARANHÃO;Altamira do Maranhão;MA
708;3160454;SANTO ANTÔNIO DO RETIRO;Santo Antônio do Retiro;MG
709;2100501;ALTO PARNAÍBA;Alto Parnaíba;MA
710;3160959;SÃO DOMINGOS DAS DORES;São Domingos das Dores;MG
711;2100600;AMARANTE DO MARANHÃO;Amarante do Maranhão;MA
712;3161056;SÃO FÉLIX DE MINAS;São Félix de Minas;MG
713;2100709;ANAJATUBA;Anajatuba;MA
714;3161650;SÃO GERALDO DO BAIXIO;São Geraldo do Baixio;MG
715;2100808;ANAPURUS;Anapurus;MA
716;3162252;SÃO JOÃO DA LAGOA;São João da Lagoa;MG
717;2100907;ARAIOSES;Araioses;MA
718;3162450;SÃO JOÃO DAS MISSÕES;São João das Missões;MG
719;2101004;ARARI;Arari;MA
720;3162658;SÃO JOÃO DO PACUÍ;São João do Pacuí;MG
721;2101103;AXIXÁ;Axixá;MA
722;3162922;SÃO JOAQUIM DE BICAS;São Joaquim de Bicas;MG
723;2101202;BACABAL;Bacabal;MA
724;3162948;SÃO JOSÉ DA BARRA;São José da Barra;MG
725;2101301;BACURI;Bacuri;MA
726;3164431;SÃO SEBASTIÃO DA VARGEM ALEGRE;São Sebastião da Vargem Alegre;MG
727;2101400;BALSAS;Balsas;MA
728;3164472;SÃO SEBASTIÃO DO ANTA;São Sebastião do Anta;MG
729;2101509;BARÃO DE GRAJAÚ;Barão de Grajaú;MA
730;3165537;SARZEDO;Sarzedo;MG
731;2101608;BARRA DO CORDA;Barra do Corda;MA
732;3165552;SETUBINHA;Setubinha;MG
733;2101707;BARREIRINHAS;Barreirinhas;MA
734;3165560;SEM-PEIXE;Sem-Peixe;MG
735;2101806;BENEDITO LEITE;Benedito Leite;MA
736;3166956;SERRANÓPOLIS DE MINAS;Serranópolis de Minas;MG
737;2101905;BEQUIMÃO;Bequimão;MA
738;3168051;TAPARUBA;Taparuba;MG
739;2102101;BREJO;Brejo;MA
740;3169059;TOCOS DO MOJI;Tocos do Moji;MG
741;2102200;BURITI;Buriti;MA
742;3170438;UNIÃO DE MINAS;União de Minas;MG
743;2102309;BURITI BRAVO;Buriti Bravo;MA
744;3170479;URUANA DE MINAS;Uruana de Minas;MG
745;2102408;CAJAPIÓ;Cajapió;MA
746;3170578;VARGEM ALEGRE;Vargem Alegre;MG
747;2102507;CAJARI;Cajari;MA
748;3170651;VARGEM GRANDE DO RIO PARDO;Vargem Grande do Rio Pardo;MG
749;2102606;CÂNDIDO MENDES;Cândido Mendes;MA
750;3170750;VARJÃO DE MINAS;Varjão de Minas;MG
751;2102705;CANTANHEDE;Cantanhede;MA
752;3171030;VERDELÂNDIA;Verdelândia;MG
753;2102804;CAROLINA;Carolina;MA
754;3171071;VEREDINHA;Veredinha;MG
755;2102903;CARUTAPERA;Carutapera;MA
756;3171154;VERMELHO NOVO;Vermelho Novo;MG
757;2103000;CAXIAS;Caxias;MA
758;3201159;BREJETUBA;Brejetuba;ES
759;2103109;CEDRAL;Cedral;MA
760;3203320;MARATAÍZES;Marataízes;ES
761;2103208;CHAPADINHA;Chapadinha;MA
762;3204252;PONTO BELO;Ponto Belo;ES
763;2103307;CODÓ;Codó;MA
764;3204955;SÃO ROQUE DO CANAÃ;São Roque do Canaã;ES
765;2103406;COELHO NETO;Coelho Neto;MA
766;3205010;SOORETAMA;Sooretama;ES
767;2103505;COLINAS;Colinas;MA
768;3205176;VILA VALÉRIO;Vila Valério;ES
769;2103604;COROATÁ;Coroatá;MA
770;3300233;Armação dos Búzios;Armação dos Búzios;RJ
771;2103703;CURURUPU;Cururupu;MA
772;3300936;CARAPEBUS;Carapebus;RJ
773;2103802;DOM PEDRO;Dom Pedro;MA
774;3301876;IGUABA GRANDE;Iguaba Grande;RJ
775;2103901;DUQUE BACELAR;Duque Bacelar;MA
776;3302452;MACUCO;Macuco;RJ
777;2104008;ESPERANTINÓPOLIS;Esperantinópolis;MA
778;3303955;PINHEIRAL;Pinheiral;RJ
779;2104107;FORTALEZA DOS NOGUEIRAS;Fortaleza dos Nogueiras;MA
780;3304110;PORTO REAL;Porto Real;RJ
781;2104206;FORTUNA;Fortuna;MA
782;3304755;SÃO FRANCISCO DE ITABAPOANA;São Francisco de Itabapoana;RJ
783;2104305;GODOFREDO VIANA;Godofredo Viana;MA
784;3305133;SÃO JOSÉ DE UBÁ;São José de Ubá;RJ
785;2104404;GONÇALVES DIAS;Gonçalves Dias;MA
786;3305554;SEROPÉDICA;Seropédica;RJ
787;2104503;GOVERNADOR ARCHER;Governador Archer;MA
788;3305752;TANGUÁ;Tanguá;RJ
789;2104602;GOVERNADOR EUGÊNIO BARROS;Governador Eugênio Barros;MA
790;3503356;ARCO-ÍRIS;Arco-Íris;SP
791;2104701;GRAÇA ARANHA;Graça Aranha;MA
792;3507753;BREJO ALEGRE;Brejo Alegre;SP
793;2104800;GRAJAÚ;Grajaú;MA
794;3509957;CANAS;Canas;SP
795;2104909;GUIMARÃES;Guimarães;MA
796;3515657;FERNÃO;Fernão;SP
797;2105005;HUMBERTO DE CAMPOS;Humberto de Campos;MA
798;3516853;GAVIÃO PEIXOTO;Gavião Peixoto;SP
799;2105104;ICATU;Icatu;MA
800;3521150;IPIGUÁ;Ipiguá;SP
801;2105203;IGARAPÉ GRANDE;Igarapé Grande;MA
802;3525854;JUMIRIM;Jumirim;SP
803;2105302;IMPERATRIZ;Imperatriz;MA
804;3532157;NANTES;Nantes;SP
805;2111409;SÃO LUÍS GONZAGA DO MARANHÃO;São Luís Gonzaga do Maranhão;MA
806;3532868;NOVA CASTILHO;Nova Castilho;SP
807;2105401;ITAPECURU MIRIM;Itapecuru Mirim;MA
808;3534757;OUROESTE;Ouroeste;SP
809;2105500;JOÃO LISBOA;João Lisboa;MA
810;3536570;PAULISTÂNIA;Paulistânia;SP
811;2105609;JOSELÂNDIA;Joselândia;MA
812;3540853;PRACINHA;Pracinha;SP
813;2105708;LAGO DA PEDRA;Lago da Pedra;MA
814;3541059;PRATÂNIA;Pratânia;SP
815;2105807;LAGO DO JUNCO;Lago do Junco;MA
816;3541653;QUADRA;Quadra;SP
817;2105906;LAGO VERDE;Lago Verde;MA
818;3543238;RIBEIRÃO DOS ÍNDIOS;Ribeirão dos Índios;SP
819;2106003;LIMA CAMPOS;Lima Campos;MA
820;3546256;SANTA CRUZ DA ESPERANÇA;Santa Cruz da Esperança;SP
821;2106102;LORETO;Loreto;MA
822;3547650;SANTA SALETE;Santa Salete;SP
823;2106201;LUÍS DOMINGUES;Luís Domingues;MA
824;3553658;TAQUARAL;Taquaral;SP
825;2106300;MAGALHÃES DE ALMEIDA;Magalhães de Almeida;MA
826;3554755;TRABIJU;Trabiju;SP
827;2106409;MATA ROMA;Mata Roma;MA
828;3556958;VITÓRIA BRASIL;Vitória Brasil;SP
829;2106508;MATINHA;Matinha;MA
830;4101655;ARAPUÃ;Arapuã;PR
831;2106607;MATÕES;Matões;MA
832;4101853;ARIRANHA DO IVAÍ;Ariranha do Ivaí;PR
833;2106706;MIRADOR;Mirador;MA
834;4102752;Bela Vista da Caroba;Bela Vista da Caroba;PR
835;2106805;MIRINZAL;Mirinzal;MA
836;4103040;BOA VENTURA DE SÃO ROQUE;Boa Ventura de São Roque;PR
837;2106904;MONÇÃO;Monção;MA
838;4103156;BOM JESUS DO SUL;Bom Jesus do Sul;PR
839;2107001;MONTES ALTOS;Montes Altos;MA
840;4103958;CAMPINA DO SIMÃO;Campina do Simão;PR
841;2107100;MORROS;Morros;MA
842;4104253;CAMPO MAGRO;Campo Magro;PR
843;2107209;NINA RODRIGUES;Nina Rodrigues;MA
844;4104659;CARAMBEÍ;Carambeí;PR
845;2107308;NOVA IORQUE;Nova Iorque;MA
846;4106456;CORONEL DOMINGOS SOARES;Coronel Domingos Soares;PR
847;2107407;OLHO D'ÁGUA DAS CUNHÃS;Olho d'Água das Cunhãs;MA
848;4106852;CRUZMALTINA;Cruzmaltina;PR
849;2107506;PAÇO DO LUMIAR;Paço do Lumiar;MA
850;4107520;ESPERANÇA NOVA;Esperança Nova;PR
851;2107605;PALMEIRÂNDIA;Palmeirândia;MA
852;4107546;ESPIGÃO ALTO DO IGUAÇU;Espigão Alto do Iguaçu;PR
853;2107704;PARAIBANO;Paraibano;MA
854;4107736;FERNANDES PINHEIRO;Fernandes Pinheiro;PR
855;2107803;PARNARAMA;Parnarama;MA
856;4108452;FOZ DO JORDÃO;Foz do Jordão;PR
857;2107902;PASSAGEM FRANCA;Passagem Franca;MA
858;4108650;GOIOXIM;Goioxim;PR
859;2108009;PASTOS BONS;Pastos Bons;MA
860;4108957;GUAMIRANGA;Guamiranga;PR
861;2108207;PEDREIRAS;Pedreiras;MA
862;4110078;IMBAÚ;Imbaú;PR
863;2108306;PENALVA;Penalva;MA
864;4114351;MANFRINÓPOLIS;Manfrinópolis;PR
865;2108405;PERI MIRIM;Peri Mirim;MA
866;4115457;MARQUINHO;Marquinho;PR
867;2108504;PINDARE MIRIM;Pindaré-Mirim;MA
868;4118857;PEROBAL;Perobal;PR
869;2108603;PINHEIRO;Pinheiro;MA
870;4119954;PONTAL DO PARANÁ;Pontal do Paraná;PR
871;2108702;PIO XII;Pio XII;MA
872;4120150;PORTO BARREIRO;Porto Barreiro;PR
873;2108801;PIRAPEMAS;Pirapemas;MA
874;4120333;PRADO FERREIRA;Prado Ferreira;PR
875;2108900;POÇÃO DE PEDRAS;Poção de Pedras;MA
876;4120655;QUARTO CENTENÁRIO;Quarto Centenário;PR
877;2109007;PORTO FRANCO;Porto Franco;MA
878;4121752;RESERVA DO IGUAÇU;Reserva do Iguaçu;PR
879;2109106;PRESIDENTE DUTRA;Presidente Dutra;MA
880;4122172;RIO BRANCO DO IVAÍ;Rio Branco do Ivaí;PR
881;2109205;PRESIDENTE JUSCELINO;Presidente Juscelino;MA
882;4126355;SERRANÓPOLIS DO IGUAÇU;Serranópolis do Iguaçu;PR
883;2109304;PRESIDENTE VARGAS;Presidente Vargas;MA
884;4126678;TAMARANA;Tamarana;PR
885;2109403;PRIMEIRA CRUZ;Primeira Cruz;MA
886;4200754;ALTO BELA VISTA;Alto Bela Vista;SC
887;2109502;RIACHÃO;Riachão;MA
888;4201950;BALNEÁRIO ARROIO DO SILVA;Balneário Arroio do Silva;SC
889;2111201;SÃO JOSÉ DE RIBAMAR;São José de Ribamar;MA
890;4202073;BALNEÁRIO GAIVOTA;Balneário Gaivota;SC
891;2109601;ROSÁRIO;Rosário;MA
892;4202081;BANDEIRANTE;Bandeirante;SC
893;2109700;SAMBAÍBA;Sambaíba;MA
894;4202099;BARRA BONITA;Barra Bonita;SC
895;2109809;SANTA HELENA;Santa Helena;MA
896;4202131;BELA VISTA DO TOLDO;Bela Vista do Toldo;SC
897;2110005;SANTA LUZIA;Santa Luzia;MA
898;4202438;BOCAINA DO SUL;Bocaina do Sul;SC
899;2110104;SANTA QUITÉRIA DO MARANHÃO;Santa Quitéria do Maranhão;MA
900;4202537;BOM JESUS;Bom Jesus;SC
901;2110203;SANTA RITA;Santa Rita;MA
902;4202578;BOM JESUS DO OESTE;Bom Jesus do Oeste;SC
903;2110302;SANTO ANTÔNIO DOS LOPES;Santo Antônio dos Lopes;MA
904;4202875;BRUNÓPOLIS;Brunópolis;SC
905;2110401;SÃO BENEDITO DO RIO PRETO;São Benedito do Rio Preto;MA
906;4203253;CAPÃO ALTO;Capão Alto;SC
907;2110500;SÃO BENTO;São Bento;MA
908;4204194;CHAPADÃO DO LAGEADO;Chapadão do Lageado;SC
909;2110609;SÃO BERNARDO;São Bernardo;MA
910;4204756;CUNHATAÍ;Cunhataí;SC
911;2110708;SÃO DOMINGOS DO MARANHÃO;São Domingos do Maranhão;MA
912;4205175;ENTRE RIOS;Entre Rios;SC
913;2110807;SÃO FÉLIX DE BALSAS;São Félix de Balsas;MA
914;4205191;ERMO;Ermo;SC
915;2110906;SÃO FRANCISCO DO MARANHÃO;São Francisco do Maranhão;MA
916;4205357;FLOR DO SERTÃO;Flor do Sertão;SC
917;2111003;SÃO JOÃO BATISTA;São João Batista;MA
918;4205555;FREI ROGÉRIO;Frei Rogério;SC
919;2111102;SÃO JOÃO DOS PATOS;São João dos Patos;MA
920;4206751;IBIAM;Ibiam;SC
921;2111300;SÃO LUÍS;São Luís;MA
922;4207577;IOMERÊ;Iomerê;SC
923;2111508;SÃO MATEUS DO MARANHÃO;São Mateus do Maranhão;MA
924;4209177;JUPIÁ;Jupiá;SC
925;2111607;SÃO RAIMUNDO DAS MANGABEIRAS;São Raimundo das Mangabeiras;MA
926;4210035;LUZERNA;Luzerna;SC
927;2111706;SÃO VICENTE FERRER;São Vicente Ferrer;MA
928;4211876;PAIAL;Paial;SC
929;2111805;SÍTIO NOVO;Sítio Novo;MA
930;4211892;PAINEL;Painel;SC
931;2111904;SUCUPIRA DO NORTE;Sucupira do Norte;MA
932;4212056;PALMEIRA;Palmeira;SC
933;2112001;TASSO FRAGOSO;Tasso Fragoso;MA
934;4214151;PRINCESA;Princesa;SC
935;2112100;TIMBIRAS;Timbiras;MA
936;4215356;SALTINHO;Saltinho;SC
937;2112209;TIMON;Timon;MA
938;4215687;SANTA TEREZINHA DO PROGRESSO;Santa Terezinha do Progresso;SC
939;2112308;TUNTUM;Tuntum;MA
940;4215695;SANTIAGO DO SUL;Santiago do Sul;SC
941;2112407;TURIAÇU;Turiaçu;MA
942;4215752;SÃO BERNARDINO;São Bernardino;SC
